소속,종목코드,종목명,현재가,시가총액(억),PER,ROE,PER순위,ROE순위,순위합산,종합순위,종목그래프
KOSDAQ,'131290,티에스이,7180,794,5.64,11.15,165,446,611,225,https://finance.naver.com/item/main.nhn?code=131290
KOSDAQ,'079810,디이엔티,2230,200,6.46,12.54,223,389,612,226,https://finance.naver.com/item/main.nhn?code=079810
KOSPI,'006260,LS,53300,17163,5.78,11.48,180,433,613,227,https://finance.naver.com/item/main.nhn?code=006260
KOSPI,'005720,넥센,5750,3079,3.86,9.42,59,554,613,228,https://finance.naver.com/item/main.nhn?code=005720
KOSPI,'001450,현대해상,41000,36654,7.89,15.61,333,281,614,229,https://finance.naver.com/item/main.nhn?code=001450
KOSPI,'007160,사조산업,55000,2750,6.29,12.18,212,402,614,230,https://finance.naver.com/item/main.nhn?code=007160
KOSDAQ,'039340,한국경제TV,3780,869,7.11,13.77,273,346,619,231,https://finance.naver.com/item/main.nhn?code=039340
KOSDAQ,'052710,아모텍,18900,1842,7.27,14.2,289,331,620,232,https://finance.naver.com/item/main.nhn?code=052710
KOSPI,'002780,진흥기업,2095,3045,12.77,66.29,606,15,621,233,https://finance.naver.com/item/main.nhn?code=002780
KOSPI,'002840,미원상사,244000,1935,7.7,14.93,315,308,623,234,https://finance.naver.com/item/main.nhn?code=002840
KOSDAQ,'227100,디자인,11850,315,11.99,33.2,567,58,625,235,https://finance.naver.com/item/main.nhn?code=227100
KOSDAQ,'052860,아이앤씨,3655,577,8.87,17.09,391,241,632,236,https://finance.naver.com/item/main.nhn?code=052860
KOSPI,'006390,한일현대시멘트,44950,7533,12.25,34.91,580,53,633,237,https://finance.naver.com/item/main.nhn?code=006390
KOSPI,'025820,이구산업,1825,610,5.43,10.64,153,480,633,238,https://finance.naver.com/item/main.nhn?code=025820
KOSPI,'008260,NI스틸,2485,711,6.44,11.87,222,415,637,239,https://finance.naver.com/item/main.nhn?code=008260
KOSPI,'039570,HDC아이콘트롤스,9860,1623,6.83,12.75,255,384,639,240,https://finance.naver.com/item/main.nhn?code=039570
KOSPI,'010950,S-Oil,105000,118212,9.82,18.84,445,199,644,241,https://finance.naver.com/item/main.nhn?code=010950
KOSDAQ,'089600,나스미디어,30350,2657,10.82,22.56,508,142,650,242,https://finance.naver.com/item/main.nhn?code=089600
KOSDAQ,'039830,오로라,8920,960,7.46,13.73,301,349,650,243,https://finance.naver.com/item/main.nhn?code=039830
KOSDAQ,'277410,인산가,1690,414,11.74,27.33,559,92,651,244,https://finance.naver.com/item/main.nhn?code=277410
KOSDAQ,'051370,인터플렉스,11850,2764,7.24,13.39,287,364,651,245,https://finance.naver.com/item/main.nhn?code=051370
KOSDAQ,'036810,에프에스티,4265,863,7.7,14.04,316,338,654,246,https://finance.naver.com/item/main.nhn?code=036810
KOSDAQ,'149950,아바텍,5800,905,6.27,11.2,211,443,654,247,https://finance.naver.com/item/main.nhn?code=149950
KOSPI,'082640,동양생명,5480,8842,4.29,9.12,84,571,655,248,https://finance.naver.com/item/main.nhn?code=082640
KOSPI,'025620,제이준코스메틱,12600,3342,11.52,25.67,548,109,657,249,https://finance.naver.com/item/main.nhn?code=025620
KOSDAQ,'066620,국보디자인,14000,1050,7.87,14.33,332,325,657,250,https://finance.naver.com/item/main.nhn?code=066620
KOSDAQ,'293580,나우아이비캐피탈,4755,451,6.48,11.46,224,435,659,251,https://finance.naver.com/item/main.nhn?code=293580
KOSPI,'138250,엔에스쇼핑,12650,4263,7.72,13.88,317,343,660,252,https://finance.naver.com/item/main.nhn?code=138250
KOSPI,'030610,교보증권,9460,3406,4.64,9.39,104,556,660,253,https://finance.naver.com/item/main.nhn?code=030610
KOSPI,'066570,LG전자,72400,118481,7.59,13.69,309,352,661,254,https://finance.naver.com/item/main.nhn?code=066570
KOSDAQ,'007680,대원,11750,1298,5.23,9.93,144,517,661,255,https://finance.naver.com/item/main.nhn?code=007680
KOSPI,'005850,에스엘,15900,5385,5.66,10.23,166,496,662,256,https://finance.naver.com/item/main.nhn?code=005850
KOSDAQ,'009730,코센,1020,426,9.11,16.35,405,259,664,257,https://finance.naver.com/item/main.nhn?code=009730
KOSPI,'044450,KSS해운,7010,1625,6.33,11.09,213,451,664,258,https://finance.naver.com/item/main.nhn?code=044450
KOSPI,'079660,사조해표,10700,766,5.44,9.97,154,513,667,259,https://finance.naver.com/item/main.nhn?code=079660
KOSPI,'023150,MH에탄올,5320,393,5.82,10.42,181,488,669,260,https://finance.naver.com/item/main.nhn?code=023150
KOSPI,'014820,동원시스템즈,29700,7609,10.79,20.8,506,164,670,261,https://finance.naver.com/item/main.nhn?code=014820
KOSPI,'002700,신일산업,1310,931,9.85,17.76,448,224,672,262,https://finance.naver.com/item/main.nhn?code=002700
KOSPI,'008560,메리츠종금증권,4365,26436,7.81,13.79,328,344,672,263,https://finance.naver.com/item/main.nhn?code=008560
KOSPI,'014280,금강공업,21350,1037,4.45,9.03,92,580,672,264,https://finance.naver.com/item/main.nhn?code=014280
KOSPI,'017670,SK텔레콤,284000,229318,8.82,15.38,390,286,676,265,https://finance.naver.com/item/main.nhn?code=017670
KOSPI,'002170,삼양통상,41950,1258,5.05,9.56,136,541,677,266,https://finance.naver.com/item/main.nhn?code=002170
KOSPI,'003410,쌍용양회,5810,29274,9.48,16.56,425,254,679,267,https://finance.naver.com/item/main.nhn?code=003410
KOSDAQ,'200130,콜마비앤에이치,19950,5894,12.88,30.94,613,68,681,268,https://finance.naver.com/item/main.nhn?code=200130
KOSDAQ,'094850,참좋은여행,8700,1218,10.01,17.83,459,223,682,269,https://finance.naver.com/item/main.nhn?code=094850
KOSPI,'008420,문배철강,3010,617,6.09,10.48,198,484,682,270,https://finance.naver.com/item/main.nhn?code=008420
KOSPI,'071050,한국금융지주,67200,37448,8.11,14.11,348,335,683,271,https://finance.naver.com/item/main.nhn?code=071050
KOSPI,'090350,노루페인트,8490,1698,5.9,10.23,186,497,683,272,https://finance.naver.com/item/main.nhn?code=090350
KOSDAQ,'257370,명성티엔에스,17050,1086,14.39,59.74,664,22,686,273,https://finance.naver.com/item/main.nhn?code=257370
KOSDAQ,'024880,케이피에프,4420,695,5.13,9.48,138,549,687,274,https://finance.naver.com/item/main.nhn?code=024880
KOSDAQ,'010240,흥국,4380,540,7.77,13.25,323,370,693,275,https://finance.naver.com/item/main.nhn?code=010240
KOSDAQ,'041930,동아화성,3235,511,5.62,9.76,163,530,693,276,https://finance.naver.com/item/main.nhn?code=041930
KOSPI,'009310,참엔지니어링,1795,883,10.56,18.42,491,207,698,277,https://finance.naver.com/item/main.nhn?code=009310
KOSPI,'014710,사조씨푸드,6460,1112,5.75,9.85,175,525,700,278,https://finance.naver.com/item/main.nhn?code=014710
KOSPI,'105560,KB금융,48350,202157,6.1,10.18,200,501,701,279,https://finance.naver.com/item/main.nhn?code=105560
KOSDAQ,'041440,에버다임,5900,1057,6.01,10.03,192,509,701,280,https://finance.naver.com/item/main.nhn?code=041440
KOSDAQ,'092870,엑시콘,6350,564,6.91,11.24,260,442,702,281,https://finance.naver.com/item/main.nhn?code=092870
KOSPI,'017810,풀무원,88900,3386,8.79,14.59,387,317,704,282,https://finance.naver.com/item/main.nhn?code=017810
KOSPI,'032560,황금에스티,8190,1147,5.71,9.66,172,534,706,283,https://finance.naver.com/item/main.nhn?code=032560
KOSPI,'006060,화승인더,6200,3430,9.41,15.42,422,285,707,284,https://finance.naver.com/item/main.nhn?code=006060
KOSPI,'036580,팜스코,8510,3126,7.89,13.07,334,374,708,285,https://finance.naver.com/item/main.nhn?code=036580
KOSDAQ,'166090,하나머티리얼즈,14950,2873,13.63,30.56,640,69,709,286,https://finance.naver.com/item/main.nhn?code=166090
KOSPI,'089590,제주항공,37650,9923,12.75,25.79,605,107,712,287,https://finance.naver.com/item/main.nhn?code=089590
KOSDAQ,'079370,제우스,12050,1251,6.67,10.71,240,475,715,288,https://finance.naver.com/item/main.nhn?code=079370
KOSPI,'100220,비상교육,6960,905,5.0,8.95,133,585,718,289,https://finance.naver.com/item/main.nhn?code=100220
KOSDAQ,'013310,아진산업,1820,541,3.58,7.79,42,677,719,290,https://finance.naver.com/item/main.nhn?code=013310
KOSDAQ,'006620,동구바이오제약,21200,2036,14.5,36.61,671,49,720,291,https://finance.naver.com/item/main.nhn?code=006620
KOSPI,'016740,두올,2840,769,6.21,9.89,205,520,725,292,https://finance.naver.com/item/main.nhn?code=016740
KOSPI,'058650,세아홀딩스,102000,4080,3.04,7.5,26,702,728,293,https://finance.naver.com/item/main.nhn?code=058650
KOSDAQ,'009780,엠에스씨,6770,1192,10.61,17.21,494,237,731,294,https://finance.naver.com/item/main.nhn?code=009780
KOSDAQ,'080420,모다이노칩,8320,3316,8.88,14.03,392,339,731,295,https://finance.naver.com/item/main.nhn?code=080420
KOSPI,'004800,효성,49100,6773,5.3,8.95,146,586,732,296,https://finance.naver.com/item/main.nhn?code=004800
KOSDAQ,'251630,브이원텍,21800,1638,13.1,25.67,623,110,733,297,https://finance.naver.com/item/main.nhn?code=251630
KOSDAQ,'263810,상신전자,7780,316,11.37,18.94,538,197,735,298,https://finance.naver.com/item/main.nhn?code=263810
KOSDAQ,'023900,풍국주정,9100,1147,8.1,12.56,347,388,735,299,https://finance.naver.com/item/main.nhn?code=023900
KOSDAQ,'225330,씨엠에스에듀,7060,1338,12.52,22.26,593,145,738,300,https://finance.naver.com/item/main.nhn?code=225330
KOSPI,'033920,무학,11800,3363,6.53,10.03,228,510,738,301,https://finance.naver.com/item/main.nhn?code=033920
KOSDAQ,'263690,디알젬,6070,687,14.7,31.7,676,63,739,302,https://finance.naver.com/item/main.nhn?code=263690
KOSPI,'051600,한전KPS,31100,13995,10.29,16.04,474,268,742,303,https://finance.naver.com/item/main.nhn?code=051600
KOSDAQ,'095340,ISC,9120,1265,7.33,11.1,292,450,742,304,https://finance.naver.com/item/main.nhn?code=095340
KOSPI,'001200,유진투자증권,2605,2523,4.5,8.18,96,647,743,305,https://finance.naver.com/item/main.nhn?code=001200
KOSDAQ,'067900,와이엔텍,4760,866,7.53,11.3,306,440,746,306,https://finance.naver.com/item/main.nhn?code=067900
KOSDAQ,'036690,코맥스,4125,589,8.06,12.14,344,404,748,307,https://finance.naver.com/item/main.nhn?code=036690
KOSDAQ,'232140,와이아이케이,3085,1906,13.07,23.73,621,128,749,308,https://finance.naver.com/item/main.nhn?code=232140
KOSDAQ,'237690,에스티팜,21600,4030,8.96,13.55,397,357,754,309,https://finance.naver.com/item/main.nhn?code=237690
KOSDAQ,'147760,마이크로프랜드,4195,454,8.16,12.21,353,401,754,310,https://finance.naver.com/item/main.nhn?code=147760
KOSPI,'047040,대우건설,5060,21030,8.12,12.12,349,405,754,311,https://finance.naver.com/item/main.nhn?code=047040
KOSDAQ,'119610,인터로조,21400,2351,12.2,19.97,576,179,755,312,https://finance.naver.com/item/main.nhn?code=119610
KOSDAQ,'007330,푸른저축은행,8440,1273,6.09,9.35,199,558,757,313,https://finance.naver.com/item/main.nhn?code=007330
KOSDAQ,'204020,엠코르셋,9180,925,9.99,15.18,458,300,758,314,https://finance.naver.com/item/main.nhn?code=204020
KOSPI,'023590,다우기술,20050,8996,7.85,11.53,330,428,758,315,https://finance.naver.com/item/main.nhn?code=023590
KOSDAQ,'016250,이테크건설,82000,2296,7.93,11.73,337,422,759,316,https://finance.naver.com/item/main.nhn?code=016250
KOSPI,'088790,진도,4885,608,6.41,9.59,220,539,759,317,https://finance.naver.com/item/main.nhn?code=088790
KOSDAQ,'275630,에스에스알,10350,586,15.66,43.0,723,38,761,318,https://finance.naver.com/item/main.nhn?code=275630
KOSPI,'086790,하나금융지주,38750,116344,5.63,8.79,164,597,761,319,https://finance.naver.com/item/main.nhn?code=086790
KOSPI,'000670,영풍,721000,13281,5.43,8.6,151,611,762,320,https://finance.naver.com/item/main.nhn?code=000670
KOSDAQ,'219750,지티지웰니스,6650,416,13.83,24.72,648,115,763,321,https://finance.naver.com/item/main.nhn?code=219750
KOSDAQ,'023890,아트라스BX,52400,4795,11.27,17.6,534,229,763,322,https://finance.naver.com/item/main.nhn?code=023890
KOSDAQ,'074600,원익QnC,12700,3339,11.55,18.11,550,216,766,323,https://finance.naver.com/item/main.nhn?code=074600
KOSPI,'095720,웅진씽크빅,4005,1387,5.56,8.61,157,609,766,324,https://finance.naver.com/item/main.nhn?code=095720
KOSDAQ,'078340,컴투스,140100,18026,12.66,20.4,599,169,768,325,https://finance.naver.com/item/main.nhn?code=078340
KOSDAQ,'048770,TPC,3695,477,12.04,18.5,569,203,772,326,https://finance.naver.com/item/main.nhn?code=048770
KOSDAQ,'022220,정산애강,1980,1026,10.76,16.04,504,269,773,327,https://finance.naver.com/item/main.nhn?code=022220
KOSDAQ,'073110,엘엠에스,5780,514,5.42,8.46,150,624,774,328,https://finance.naver.com/item/main.nhn?code=073110
KOSDAQ,'128660,피제이메탈,2055,510,9.51,13.77,429,347,776,329,https://finance.naver.com/item/main.nhn?code=128660
KOSDAQ,'019210,와이지-원,9970,3041,8.41,12.03,369,409,778,330,https://finance.naver.com/item/main.nhn?code=019210
KOSPI,'139130,DGB금융지주,8730,14766,4.89,7.97,116,662,778,331,https://finance.naver.com/item/main.nhn?code=139130
KOSDAQ,'122310,제노레이,20500,856,14.79,26.45,682,101,783,332,https://finance.naver.com/item/main.nhn?code=122310
KOSPI,'155660,DSR,3465,554,5.01,8.16,134,651,785,333,https://finance.naver.com/item/main.nhn?code=155660
KOSPI,'175330,JB금융지주,5830,11484,4.9,7.86,117,669,786,334,https://finance.naver.com/item/main.nhn?code=175330
KOSPI,'272550,삼양패키징,17150,2437,8.72,12.05,382,407,789,335,https://finance.naver.com/item/main.nhn?code=272550
KOSPI,'014130,한익스프레스,4495,539,8.06,11.15,343,447,790,336,https://finance.naver.com/item/main.nhn?code=014130
KOSPI,'096770,SK이노베이션,196000,181232,8.73,11.96,383,412,795,337,https://finance.naver.com/item/main.nhn?code=096770
KOSDAQ,'045060,오공,3490,591,7.74,10.7,320,476,796,338,https://finance.naver.com/item/main.nhn?code=045060
KOSDAQ,'060540,에스에이티,1910,499,7.15,9.89,278,521,799,339,https://finance.naver.com/item/main.nhn?code=060540
KOSDAQ,'049950,미래컴퍼니,57600,4530,16.08,33.11,741,59,800,340,https://finance.naver.com/item/main.nhn?code=049950
KOSPI,'009470,삼화전기,20450,1353,15.82,30.16,730,70,800,341,https://finance.naver.com/item/main.nhn?code=009470
KOSPI,'000210,대림산업,94500,32886,7.44,10.14,299,502,801,342,https://finance.naver.com/item/main.nhn?code=000210
KOSPI,'007690,국도화학,46600,2708,6.59,9.18,233,568,801,343,https://finance.naver.com/item/main.nhn?code=007690
KOSPI,'001040,CJ,132000,38514,8.95,12.1,396,406,802,344,https://finance.naver.com/item/main.nhn?code=001040
KOSPI,'014530,극동유화,3350,1168,7.74,10.48,319,485,804,345,https://finance.naver.com/item/main.nhn?code=014530
KOSDAQ,'064760,티씨케이,50000,5838,15.65,28.75,721,84,805,346,https://finance.naver.com/item/main.nhn?code=064760
KOSDAQ,'036190,금화피에스시,28450,1707,8.44,11.48,374,434,808,347,https://finance.naver.com/item/main.nhn?code=036190
KOSDAQ,'219130,타이거일렉,4420,279,7.4,10.02,296,512,808,348,https://finance.naver.com/item/main.nhn?code=219130
KOSPI,'037710,광주신세계,182000,2912,6.09,8.59,197,614,811,349,https://finance.naver.com/item/main.nhn?code=037710
KOSPI,'002350,넥센타이어,8790,8585,7.28,9.88,290,522,812,350,https://finance.naver.com/item/main.nhn?code=002350
KOSDAQ,'016600,큐캐피탈,696,974,8.19,10.98,357,456,813,351,https://finance.naver.com/item/main.nhn?code=016600
KOSDAQ,'221980,케이디켐,12600,508,7.65,10.14,313,503,816,352,https://finance.naver.com/item/main.nhn?code=221980
KOSPI,'055550,신한지주,41500,196793,6.74,9.13,246,570,816,353,https://finance.naver.com/item/main.nhn?code=055550
KOSDAQ,'090710,디에스티로봇,1180,825,14.39,21.49,665,157,822,354,https://finance.naver.com/item/main.nhn?code=090710
KOSDAQ,'289080,SV인베스트먼트,4400,1171,16.18,29.13,744,81,825,355,https://finance.naver.com/item/main.nhn?code=289080
KOSPI,'017940,E1,59300,4068,4.82,7.39,111,715,826,356,https://finance.naver.com/item/main.nhn?code=017940
KOSPI,'067830,세이브존I&C,3550,1457,5.05,7.67,135,693,828,357,https://finance.naver.com/item/main.nhn?code=067830
KOSPI,'058430,포스코강판,19000,1140,6.34,8.55,215,616,831,358,https://finance.naver.com/item/main.nhn?code=058430
KOSDAQ,'027710,팜스토리,1120,989,7.18,9.46,281,551,832,359,https://finance.naver.com/item/main.nhn?code=027710
KOSPI,'019440,세아특수강,15450,1324,5.59,7.81,158,675,833,360,https://finance.naver.com/item/main.nhn?code=019440
KOSPI,'002270,롯데푸드,673000,7617,9.32,11.82,415,419,834,361,https://finance.naver.com/item/main.nhn?code=002270
KOSDAQ,'122350,삼기오토모티브,2540,783,7.2,9.45,283,552,835,362,https://finance.naver.com/item/main.nhn?code=122350
KOSDAQ,'177350,베셀,4050,453,9.04,11.44,400,436,836,363,https://finance.naver.com/item/main.nhn?code=177350
KOSPI,'084010,대한제강,5230,1289,4.18,6.86,78,758,836,364,https://finance.naver.com/item/main.nhn?code=084010
KOSDAQ,'049520,유아이엘,4550,991,6.64,8.79,239,598,837,365,https://finance.naver.com/item/main.nhn?code=049520
KOSDAQ,'267790,배럴,11550,896,17.34,37.74,791,47,838,366,https://finance.naver.com/item/main.nhn?code=267790
KOSPI,'001430,세아베스틸,15950,5720,4.51,7.09,97,741,838,367,https://finance.naver.com/item/main.nhn?code=001430
KOSDAQ,'035760,CJ ENM,218500,47909,10.38,13.45,479,361,840,368,https://finance.naver.com/item/main.nhn?code=035760
KOSDAQ,'259630,엠플러스,17000,869,15.17,22.23,695,147,842,369,https://finance.naver.com/item/main.nhn?code=259630
KOSDAQ,'217620,디딤,2810,1040,8.41,10.73,370,473,843,370,https://finance.naver.com/item/main.nhn?code=217620
KOSDAQ,'101330,모베이스,3705,888,5.6,7.73,159,684,843,371,https://finance.naver.com/item/main.nhn?code=101330
KOSDAQ,'285490,노바텍,18900,874,17.15,31.73,783,62,845,372,https://finance.naver.com/item/main.nhn?code=285490
KOSDAQ,'084370,유진테크,12000,2750,9.97,12.52,454,391,845,373,https://finance.naver.com/item/main.nhn?code=084370
KOSPI,'195870,해성디에스,15250,2592,10.82,14.02,507,340,847,374,https://finance.naver.com/item/main.nhn?code=195870
KOSDAQ,'024800,유성티엔에스,2580,702,5.22,7.48,142,707,849,375,https://finance.naver.com/item/main.nhn?code=024800
KOSDAQ,'197140,디지캡,4065,144,12.24,16.0,579,271,850,376,https://finance.naver.com/item/main.nhn?code=197140
KOSPI,'006220,제주은행,4925,1582,4.37,6.79,89,763,852,377,https://finance.naver.com/item/main.nhn?code=006220
KOSDAQ,'243070,휴온스,73100,5971,17.32,31.38,789,64,853,378,https://finance.naver.com/item/main.nhn?code=243070
KOSDAQ,'059090,미코,3400,1065,11.45,14.74,542,311,853,379,https://finance.naver.com/item/main.nhn?code=059090
KOSDAQ,'004780,대륙제관,4795,763,7.93,9.95,338,515,853,380,https://finance.naver.com/item/main.nhn?code=004780
KOSPI,'183190,아세아시멘트,103000,4013,6.18,8.16,202,652,854,381,https://finance.naver.com/item/main.nhn?code=183190
KOSDAQ,'019540,일지테크,2345,317,3.88,6.48,62,793,855,382,https://finance.naver.com/item/main.nhn?code=019540
KOSPI,'016590,신대양제지,58900,2374,8.38,10.37,368,489,857,383,https://finance.naver.com/item/main.nhn?code=016590
KOSPI,'079430,현대리바트,18400,3778,8.72,10.7,381,477,858,384,https://finance.naver.com/item/main.nhn?code=079430
KOSDAQ,'101930,인화정공,5720,534,5.12,7.31,137,724,861,385,https://finance.naver.com/item/main.nhn?code=101930
KOSPI,'000880,한화,30000,22488,7.25,9.06,288,577,865,386,https://finance.naver.com/item/main.nhn?code=000880
KOSPI,'033780,KT&G,105500,144844,12.45,15.71,587,279,866,387,https://finance.naver.com/item/main.nhn?code=033780
KOSDAQ,'080010,이상네트웍스,8030,724,9.07,10.83,402,464,866,388,https://finance.naver.com/item/main.nhn?code=080010
KOSPI,'012800,대창,919,838,6.56,8.26,232,638,870,389,https://finance.naver.com/item/main.nhn?code=012800
KOSPI,'009200,무림페이퍼,2965,1234,4.63,6.71,103,770,873,390,https://finance.naver.com/item/main.nhn?code=009200
KOSDAQ,'131030,디에이치피코리아,9860,1633,12.69,15.92,602,273,875,391,https://finance.naver.com/item/main.nhn?code=131030
KOSDAQ,'018120,진로발효,30100,2265,14.29,18.23,663,213,876,392,https://finance.naver.com/item/main.nhn?code=018120
KOSPI,'021240,코웨이,77800,57416,17.98,30.12,808,71,879,393,https://finance.naver.com/item/main.nhn?code=021240
KOSPI,'009240,한샘,58800,13838,14.42,18.3,669,211,880,394,https://finance.naver.com/item/main.nhn?code=009240
KOSDAQ,'263860,지니언스,4645,439,11.22,13.63,530,353,883,395,https://finance.naver.com/item/main.nhn?code=263860
KOSPI,'241590,화승엔터프라이즈,11050,6689,14.73,18.42,677,208,885,396,https://finance.naver.com/item/main.nhn?code=241590
KOSDAQ,'036490,SK머티리얼즈,163300,17224,16.9,25.25,774,113,887,397,https://finance.naver.com/item/main.nhn?code=036490
KOSPI,'119650,KC코트렐,4020,523,7.78,9.27,324,564,888,398,https://finance.naver.com/item/main.nhn?code=119650
KOSPI,'094280,효성ITX,10300,1190,13.45,16.48,635,255,890,399,https://finance.naver.com/item/main.nhn?code=094280
KOSPI,'024110,기업은행,14950,83717,6.55,7.98,229,661,890,400,https://finance.naver.com/item/main.nhn?code=024110
KOSPI,'011500,한농화성,3830,599,6.88,8.3,257,634,891,401,https://finance.naver.com/item/main.nhn?code=011500
KOSPI,'143210,핸즈코퍼레이션,6270,1371,5.87,7.45,183,709,892,402,https://finance.naver.com/item/main.nhn?code=143210
KOSPI,'010040,한국내화,4470,1022,8.78,10.07,386,507,893,403,https://finance.naver.com/item/main.nhn?code=010040
KOSPI,'005430,한국공항,41750,1322,5.91,7.49,189,704,893,404,https://finance.naver.com/item/main.nhn?code=005430
KOSPI,'002220,한일철강,19200,429,4.06,6.16,73,821,894,405,https://finance.naver.com/item/main.nhn?code=002220
KOSDAQ,'049720,고려신용정보,4000,572,15.94,21.02,735,160,895,406,https://finance.naver.com/item/main.nhn?code=049720
KOSPI,'079440,오렌지라이프,30550,25051,7.36,8.71,293,606,899,407,https://finance.naver.com/item/main.nhn?code=079440
KOSPI,'002810,삼영무역,14350,2363,8.29,9.58,362,540,902,408,https://finance.naver.com/item/main.nhn?code=002810
KOSPI,'053210,스카이라이프,11000,5260,9.17,10.25,409,494,903,409,https://finance.naver.com/item/main.nhn?code=053210
KOSPI,'001130,대한제분,183500,3101,6.07,7.44,195,710,905,410,https://finance.naver.com/item/main.nhn?code=001130
KOSPI,'064960,S&T모티브,26450,3868,6.8,8.12,252,654,906,411,https://finance.naver.com/item/main.nhn?code=064960
KOSDAQ,'049960,쎌바이오텍,31450,2956,16.24,20.88,746,163,909,412,https://finance.naver.com/item/main.nhn?code=049960
KOSDAQ,'214430,아이쓰리시스템,18300,1301,13.25,15.71,629,280,909,413,https://finance.naver.com/item/main.nhn?code=214430
KOSDAQ,'034950,한국기업평가,50700,2302,14.91,17.67,684,228,912,414,https://finance.naver.com/item/main.nhn?code=034950
KOSDAQ,'049430,코메론,7440,673,7.09,8.2,269,644,913,415,https://finance.naver.com/item/main.nhn?code=049430
KOSPI,'000890,보해양조,1165,1125,10.5,11.49,485,431,916,416,https://finance.naver.com/item/main.nhn?code=000890
KOSPI,'161390,한국타이어,42450,52585,8.78,9.74,385,531,916,417,https://finance.naver.com/item/main.nhn?code=161390
KOSDAQ,'002230,피에스텍,4280,842,7.13,8.23,276,640,916,418,https://finance.naver.com/item/main.nhn?code=002230
KOSDAQ,'012620,원일특강,9640,424,5.9,7.22,187,729,916,419,https://finance.naver.com/item/main.nhn?code=012620
KOSPI,'009410,태영건설,10600,8098,9.27,10.12,413,504,917,420,https://finance.naver.com/item/main.nhn?code=009410
KOSPI,'088350,한화생명,4405,38259,6.55,7.7,230,689,919,421,https://finance.naver.com/item/main.nhn?code=088350
KOSDAQ,'041830,인바디,22400,3065,15.86,19.44,731,189,920,422,https://finance.naver.com/item/main.nhn?code=041830
KOSDAQ,'217480,에스디생명공학,10000,2242,15.27,17.89,699,221,920,423,https://finance.naver.com/item/main.nhn?code=217480
KOSPI,'030210,KTB투자증권,3320,2002,6.52,7.66,225,695,920,424,https://finance.naver.com/item/main.nhn?code=030210
KOSDAQ,'025770,한국정보통신,8850,3435,13.79,15.85,646,275,921,425,https://finance.naver.com/item/main.nhn?code=025770
KOSDAQ,'092130,이크레더블,16900,2035,18.67,27.45,832,91,923,426,https://finance.naver.com/item/main.nhn?code=092130
KOSPI,'028100,동아지질,15500,1782,10.42,11.19,481,444,925,427,https://finance.naver.com/item/main.nhn?code=028100
KOSDAQ,'078020,이베스트투자증권,9100,3684,9.48,10.19,427,500,927,428,https://finance.naver.com/item/main.nhn?code=078020
KOSDAQ,'225530,보광산업,3860,1331,14.57,16.14,672,263,935,429,https://finance.naver.com/item/main.nhn?code=225530
KOSDAQ,'086450,동국제약,62700,5575,14.08,15.8,657,278,935,430,https://finance.naver.com/item/main.nhn?code=086450
KOSDAQ,'021080,에이티넘인베스트,2125,1020,11.68,12.87,555,380,935,431,https://finance.naver.com/item/main.nhn?code=021080
KOSDAQ,'101160,월덱스,5370,887,12.61,13.94,595,341,936,432,https://finance.naver.com/item/main.nhn?code=101160
KOSDAQ,'141000,비아트론,11050,1339,11.0,11.73,518,423,941,433,https://finance.naver.com/item/main.nhn?code=141000
KOSPI,'005500,삼진제약,42750,5942,16.6,19.71,760,184,944,434,https://finance.naver.com/item/main.nhn?code=005500
KOSPI,'033270,유나이티드제약,22950,3720,13.35,14.7,632,312,944,435,https://finance.naver.com/item/main.nhn?code=033270
KOSDAQ,'136480,하림,2775,2413,7.79,8.54,325,619,944,436,https://finance.naver.com/item/main.nhn?code=136480
KOSPI,'034730,SK,277000,194898,11.71,12.53,556,390,946,437,https://finance.naver.com/item/main.nhn?code=034730
KOSDAQ,'110990,디아이티,6600,1247,9.0,9.49,399,548,947,438,https://finance.naver.com/item/main.nhn?code=110990
KOSPI,'004710,한솔테크닉스,7020,1552,8.3,8.96,363,584,947,439,https://finance.naver.com/item/main.nhn?code=004710
KOSDAQ,'036640,HRS,2830,463,7.37,8.1,294,655,949,440,https://finance.naver.com/item/main.nhn?code=036640
KOSDAQ,'078140,대봉엘에스,6750,748,10.48,10.8,484,466,950,441,https://finance.naver.com/item/main.nhn?code=078140
KOSPI,'002960,한국쉘석유,349500,4544,18.74,24.64,835,117,952,442,https://finance.naver.com/item/main.nhn?code=002960
KOSPI,'015230,대창단조,42500,850,6.93,7.69,261,691,952,443,https://finance.naver.com/item/main.nhn?code=015230
KOSDAQ,'032960,동일기연,13350,821,11.36,11.87,537,416,953,444,https://finance.naver.com/item/main.nhn?code=032960
KOSPI,'004890,동일산업,59800,1450,6.21,6.96,204,750,954,445,https://finance.naver.com/item/main.nhn?code=004890
KOSPI,'035000,지투알,7630,1264,8.98,9.3,398,561,959,446,https://finance.naver.com/item/main.nhn?code=035000
KOSPI,'200880,서연이화,4040,1092,3.2,5.12,29,931,960,447,https://finance.naver.com/item/main.nhn?code=200880
KOSDAQ,'256940,케이피에스,8030,343,12.83,13.71,611,350,961,448,https://finance.naver.com/item/main.nhn?code=256940
KOSDAQ,'027360,아주IB투자,1240,1472,10.25,10.35,472,490,962,449,https://finance.naver.com/item/main.nhn?code=027360
