소속,종목코드,종목명,현재가,시가총액(억),PER,ROE,PER순위,ROE순위,순위합산,종합순위,종목그래프
KOSPI,'009320,대우부품,1625,774,26.64,7.91,981,667,1648,890,https://finance.naver.com/item/main.nhn?code=009320
KOSPI,'020000,한섬,39250,9667,17.95,5.97,805,843,1648,891,https://finance.naver.com/item/main.nhn?code=020000
KOSPI,'003350,한국화장품제조,40150,1820,41.05,9.68,1117,533,1650,892,https://finance.naver.com/item/main.nhn?code=003350
KOSDAQ,'097870,효성오앤비,8950,760,19.58,6.49,858,792,1650,893,https://finance.naver.com/item/main.nhn?code=097870
KOSDAQ,'241710,코스메카코리아,33300,3556,35.81,9.1,1078,573,1651,894,https://finance.naver.com/item/main.nhn?code=241710
KOSDAQ,'094480,갤럭시아컴즈,2900,1138,23.02,7.36,933,719,1652,895,https://finance.naver.com/item/main.nhn?code=094480
KOSPI,'000270,기아차,29850,121001,12.5,3.62,591,1061,1652,896,https://finance.naver.com/item/main.nhn?code=000270
KOSDAQ,'036830,솔브레인,53000,9221,21.48,6.85,894,760,1654,897,https://finance.naver.com/item/main.nhn?code=036830
KOSPI,'001340,백광산업,2500,1123,16.56,5.41,757,898,1655,898,https://finance.naver.com/item/main.nhn?code=001340
KOSDAQ,'054050,농우바이오,10900,1747,16.74,5.45,768,890,1658,899,https://finance.naver.com/item/main.nhn?code=054050
KOSDAQ,'089150,케이씨티,1870,321,15.71,5.12,726,932,1658,900,https://finance.naver.com/item/main.nhn?code=089150
KOSPI,'058850,KTcs,2510,1071,15.03,4.67,691,970,1661,901,https://finance.naver.com/item/main.nhn?code=058850
KOSPI,'129260,인터지스,2270,675,11.24,2.88,531,1131,1662,902,https://finance.naver.com/item/main.nhn?code=129260
KOSDAQ,'234300,에스트래픽,12900,1538,43.43,9.65,1135,535,1670,903,https://finance.naver.com/item/main.nhn?code=234300
KOSDAQ,'239610,에이치엘사이언스,41250,2121,42.92,9.56,1129,542,1671,904,https://finance.naver.com/item/main.nhn?code=239610
KOSDAQ,'037070,파세코,4440,622,16.95,5.43,775,896,1671,905,https://finance.naver.com/item/main.nhn?code=037070
KOSDAQ,'094840,슈프리마에이치큐,6200,649,13.81,3.95,647,1024,1671,906,https://finance.naver.com/item/main.nhn?code=094840
KOSPI,'032830,삼성생명,87300,174600,14.97,4.51,688,986,1674,907,https://finance.naver.com/item/main.nhn?code=032830
KOSPI,'025860,남해화학,11550,5738,21.35,6.56,889,786,1675,908,https://finance.naver.com/item/main.nhn?code=025860
KOSPI,'249420,일동제약,21400,4621,23.29,7.17,941,735,1676,909,https://finance.naver.com/item/main.nhn?code=249420
KOSDAQ,'024940,PN풍년,2170,217,15.17,4.55,696,981,1677,910,https://finance.naver.com/item/main.nhn?code=024940
KOSDAQ,'214450,파마리서치프로덕트,34400,3256,25.13,7.39,964,716,1680,911,https://finance.naver.com/item/main.nhn?code=214450
KOSPI,'007590,동방아그로,6720,915,15.45,4.63,709,974,1683,912,https://finance.naver.com/item/main.nhn?code=007590
KOSDAQ,'006920,모헨즈,5560,607,35.64,8.64,1077,608,1685,913,https://finance.naver.com/item/main.nhn?code=006920
KOSDAQ,'077360,덕산하이메탈,5520,1254,15.46,4.62,711,975,1686,914,https://finance.naver.com/item/main.nhn?code=077360
KOSPI,'006380,카프로,4915,1966,15.91,4.79,733,958,1691,915,https://finance.naver.com/item/main.nhn?code=006380
KOSDAQ,'003310,대주산업,1380,488,17.92,5.47,804,888,1692,916,https://finance.naver.com/item/main.nhn?code=003310
KOSDAQ,'032750,삼진,7080,425,15.36,4.39,701,991,1692,917,https://finance.naver.com/item/main.nhn?code=032750
KOSDAQ,'019590,엠벤처투자,587,695,27.95,7.55,996,698,1694,918,https://finance.naver.com/item/main.nhn?code=019590
KOSDAQ,'051390,YW,3750,426,14.94,4.09,686,1012,1698,919,https://finance.naver.com/item/main.nhn?code=051390
KOSDAQ,'039020,이건홀딩스,2435,550,12.18,2.92,575,1125,1700,920,https://finance.naver.com/item/main.nhn?code=039020
KOSDAQ,'067570,엔브이에이치코리아,2315,665,13.08,3.34,622,1086,1708,921,https://finance.naver.com/item/main.nhn?code=067570
KOSDAQ,'215090,한컴유니맥스,1915,348,49.1,9.5,1163,547,1710,922,https://finance.naver.com/item/main.nhn?code=215090
KOSDAQ,'900110,이스트아시아홀딩스,288,314,9.93,1.46,452,1260,1712,923,https://finance.naver.com/item/main.nhn?code=900110
KOSDAQ,'246690,티에스인베스트먼트,2270,509,29.87,7.54,1016,699,1715,924,https://finance.naver.com/item/main.nhn?code=246690
KOSPI,'004370,농심,254000,15450,17.04,5.01,779,940,1719,925,https://finance.naver.com/item/main.nhn?code=004370
KOSPI,'000100,유한양행,234000,28570,26.71,7.04,982,745,1727,926,https://finance.naver.com/item/main.nhn?code=000100
KOSDAQ,'039840,디오,29100,4415,44.22,8.94,1140,588,1728,927,https://finance.naver.com/item/main.nhn?code=039840
KOSPI,'000590,CS홀딩스,62700,724,12.28,2.74,583,1145,1728,928,https://finance.naver.com/item/main.nhn?code=000590
KOSPI,'002920,유성기업,2810,729,11.71,2.37,557,1171,1728,929,https://finance.naver.com/item/main.nhn?code=002920
KOSPI,'000220,유유제약,11950,761,19.69,5.71,861,868,1729,930,https://finance.naver.com/item/main.nhn?code=000220
KOSPI,'005800,신영와코루,132000,1188,13.02,3.02,618,1115,1733,931,https://finance.naver.com/item/main.nhn?code=005800
KOSPI,'003610,방림,25300,1071,15.29,3.81,700,1036,1736,932,https://finance.naver.com/item/main.nhn?code=003610
KOSPI,'029530,신도리코,47100,4748,14.99,3.73,689,1048,1737,933,https://finance.naver.com/item/main.nhn?code=029530
KOSDAQ,'263020,디케이앤디,4945,376,17.11,4.8,782,957,1739,934,https://finance.naver.com/item/main.nhn?code=263020
KOSPI,'070960,용평리조트,5620,2705,15.97,4.21,737,1002,1739,935,https://finance.naver.com/item/main.nhn?code=070960
KOSPI,'002790,아모레G,64400,53103,28.26,6.95,997,751,1748,936,https://finance.naver.com/item/main.nhn?code=002790
KOSPI,'035510,신세계 I&C,127000,2184,22.02,5.98,910,840,1750,937,https://finance.naver.com/item/main.nhn?code=035510
KOSDAQ,'053700,삼보모터스,6460,920,14.45,3.39,670,1081,1751,938,https://finance.naver.com/item/main.nhn?code=053700
KOSPI,'002100,경농,10100,2191,21.58,5.83,895,857,1752,939,https://finance.naver.com/item/main.nhn?code=002100
KOSDAQ,'036560,영풍정밀,7820,1232,13.46,2.99,636,1117,1753,940,https://finance.naver.com/item/main.nhn?code=036560
KOSPI,'100250,진양홀딩스,2580,1442,14.41,3.3,667,1090,1757,941,https://finance.naver.com/item/main.nhn?code=100250
KOSPI,'006400,삼성SDI,209000,143718,22.38,5.98,919,841,1760,942,https://finance.naver.com/item/main.nhn?code=006400
KOSDAQ,'086060,진바이오텍,4595,396,18.91,5.26,842,918,1760,943,https://finance.naver.com/item/main.nhn?code=086060
KOSPI,'030200,KT,30300,79117,16.59,4.12,758,1008,1766,944,https://finance.naver.com/item/main.nhn?code=030200
KOSPI,'003030,세아제강지주,51100,1617,12.03,2.04,568,1199,1767,945,https://finance.naver.com/item/main.nhn?code=003030
KOSDAQ,'086670,비엠티,8000,652,20.78,5.45,877,891,1768,946,https://finance.naver.com/item/main.nhn?code=086670
KOSDAQ,'203450,유니온커뮤니티,2675,393,21.75,5.7,899,870,1769,947,https://finance.naver.com/item/main.nhn?code=203450
KOSDAQ,'099220,SDN,1550,620,19.87,5.33,862,907,1769,948,https://finance.naver.com/item/main.nhn?code=099220
KOSDAQ,'143160,아이디스,26800,2872,28.91,6.7,1005,772,1777,949,https://finance.naver.com/item/main.nhn?code=143160
KOSPI,'145270,케이탑리츠,973,430,16.78,4.15,770,1007,1777,950,https://finance.naver.com/item/main.nhn?code=145270
KOSPI,'111110,호전실업,9360,749,17.11,4.29,781,998,1779,951,https://finance.naver.com/item/main.nhn?code=111110
KOSDAQ,'075970,동국알앤에스,2110,388,15.4,3.49,703,1076,1779,952,https://finance.naver.com/item/main.nhn?code=075970
KOSDAQ,'042110,에스씨디,1125,544,15.62,3.62,719,1062,1781,953,https://finance.naver.com/item/main.nhn?code=042110
KOSPI,'003220,대원제약,16550,3161,29.45,6.52,1008,788,1796,954,https://finance.naver.com/item/main.nhn?code=003220
KOSDAQ,'066670,디스플레이텍,3885,726,15.42,3.22,705,1097,1802,955,https://finance.naver.com/item/main.nhn?code=066670
KOSDAQ,'046890,서울반도체,21650,12623,31.29,6.73,1035,769,1804,956,https://finance.naver.com/item/main.nhn?code=046890
KOSDAQ,'082210,옵트론텍,4505,1016,21.15,5.25,885,919,1804,957,https://finance.naver.com/item/main.nhn?code=082210
KOSDAQ,'025550,한국선재,2975,730,18.83,4.7,836,968,1804,958,https://finance.naver.com/item/main.nhn?code=025550
KOSDAQ,'042600,새로닉스,4220,524,17.81,4.19,799,1005,1804,959,https://finance.naver.com/item/main.nhn?code=042600
KOSDAQ,'048260,오스템임플란트,53800,7686,75.99,9.3,1243,562,1805,960,https://finance.naver.com/item/main.nhn?code=048260
KOSDAQ,'079960,동양이엔피,9510,747,14.28,2.75,662,1143,1805,961,https://finance.naver.com/item/main.nhn?code=079960
KOSDAQ,'073190,듀오백,1905,228,17.32,4.05,790,1017,1807,962,https://finance.naver.com/item/main.nhn?code=073190
KOSPI,'007070,GS리테일,38000,29260,24.76,5.88,957,853,1810,963,https://finance.naver.com/item/main.nhn?code=007070
KOSPI,'000970,한국주철관,9890,2255,19.02,4.71,846,966,1812,964,https://finance.naver.com/item/main.nhn?code=000970
KOSDAQ,'071460,대유위니아,2440,878,18.91,4.65,841,971,1812,965,https://finance.naver.com/item/main.nhn?code=071460
KOSDAQ,'080520,오디텍,5370,631,15.93,3.45,734,1078,1812,966,https://finance.naver.com/item/main.nhn?code=080520
KOSDAQ,'072020,중앙백신,19250,1917,38.12,7.33,1097,722,1819,967,https://finance.naver.com/item/main.nhn?code=072020
KOSDAQ,'187220,디티앤씨,8480,836,21.91,5.27,905,916,1821,968,https://finance.naver.com/item/main.nhn?code=187220
KOSDAQ,'047770,코데즈컴바인,2835,1073,50.62,7.96,1166,665,1831,969,https://finance.naver.com/item/main.nhn?code=047770
KOSDAQ,'108790,인터파크,5430,1799,21.46,5.02,893,938,1831,970,https://finance.naver.com/item/main.nhn?code=108790
KOSDAQ,'109080,옵티시스,6740,380,22.32,5.28,918,914,1832,971,https://finance.naver.com/item/main.nhn?code=109080
KOSPI,'005180,빙그레,74700,7359,24.85,5.64,958,877,1835,972,https://finance.naver.com/item/main.nhn?code=005180
KOSPI,'003200,일신방직,94700,2273,14.23,2.34,660,1175,1835,973,https://finance.naver.com/item/main.nhn?code=003200
KOSDAQ,'253450,스튜디오드래곤,113200,31738,107.81,9.45,1285,553,1838,974,https://finance.naver.com/item/main.nhn?code=253450
KOSPI,'192820,코스맥스,142500,14321,75.96,8.79,1242,600,1842,975,https://finance.naver.com/item/main.nhn?code=192820
KOSDAQ,'189980,흥국에프엔비,7170,526,20.08,4.64,869,973,1842,976,https://finance.naver.com/item/main.nhn?code=189980
KOSDAQ,'104040,대성파인텍,1590,498,20.92,4.75,880,964,1844,977,https://finance.naver.com/item/main.nhn?code=104040
KOSPI,'009440,KC그린홀딩스,3725,836,16.27,3.21,747,1099,1846,978,https://finance.naver.com/item/main.nhn?code=009440
KOSPI,'128940,한미약품,440000,50097,82.89,8.82,1257,595,1852,979,https://finance.naver.com/item/main.nhn?code=128940
KOSDAQ,'032280,삼일,2040,331,16.72,3.29,766,1092,1858,980,https://finance.naver.com/item/main.nhn?code=032280
KOSDAQ,'115500,케이씨에스,3900,468,38.24,6.83,1098,761,1859,981,https://finance.naver.com/item/main.nhn?code=115500
KOSPI,'006740,영풍제지,3310,735,18.91,4.04,840,1020,1860,982,https://finance.naver.com/item/main.nhn?code=006740
KOSDAQ,'023760,한국캐피탈,605,1018,16.35,3.11,751,1109,1860,983,https://finance.naver.com/item/main.nhn?code=023760
KOSDAQ,'032620,유비케어,4440,2318,50.45,7.65,1165,696,1861,984,https://finance.naver.com/item/main.nhn?code=032620
KOSDAQ,'009300,삼아제약,16750,1067,18.39,3.8,822,1039,1861,985,https://finance.naver.com/item/main.nhn?code=009300
KOSPI,'008870,금비,65100,651,18.52,3.81,828,1037,1865,986,https://finance.naver.com/item/main.nhn?code=008870
KOSPI,'005360,모나미,2595,490,18.15,3.69,815,1054,1869,987,https://finance.naver.com/item/main.nhn?code=005360
KOSDAQ,'042370,비츠로테크,7120,1592,23.81,5.2,946,924,1870,988,https://finance.naver.com/item/main.nhn?code=042370
KOSDAQ,'184230,SGA솔루션즈,1425,483,21.59,4.6,896,976,1872,989,https://finance.naver.com/item/main.nhn?code=184230
KOSDAQ,'017510,세명전기,6830,1041,28.34,5.68,1000,873,1873,990,https://finance.naver.com/item/main.nhn?code=017510
KOSPI,'068400,AJ렌터카,14000,3100,24.56,5.27,956,917,1873,991,https://finance.naver.com/item/main.nhn?code=068400
KOSDAQ,'222040,뉴트리바이오텍,16100,3321,52.96,7.53,1175,700,1875,992,https://finance.naver.com/item/main.nhn?code=222040
KOSPI,'081660,휠라코리아,55200,33736,53.59,7.53,1180,701,1881,993,https://finance.naver.com/item/main.nhn?code=081660
KOSPI,'005250,녹십자홀딩스,24250,11404,27.71,5.47,993,889,1882,994,https://finance.naver.com/item/main.nhn?code=005250
KOSPI,'145990,삼양사,58600,6030,17.6,3.32,795,1087,1882,995,https://finance.naver.com/item/main.nhn?code=145990
KOSDAQ,'222420,쎄노텍,2235,876,36.64,6.35,1082,802,1884,996,https://finance.naver.com/item/main.nhn?code=222420
KOSDAQ,'237880,클리오,12350,2094,28.33,5.55,999,885,1884,997,https://finance.naver.com/item/main.nhn?code=237880
KOSDAQ,'131180,딜리,1900,558,21.84,4.55,902,982,1884,998,https://finance.naver.com/item/main.nhn?code=131180
KOSDAQ,'045390,대아티아이,8070,5742,81.52,8.34,1255,631,1886,999,https://finance.naver.com/item/main.nhn?code=045390
KOSDAQ,'048430,유라테크,5530,637,18.19,3.41,817,1080,1897,1000,https://finance.naver.com/item/main.nhn?code=048430
KOSDAQ,'050860,아세아텍,2865,501,17.16,3.05,784,1113,1897,1001,https://finance.naver.com/item/main.nhn?code=050860
KOSDAQ,'052300,W홀딩컴퍼니,573,758,20.46,3.95,875,1025,1900,1002,https://finance.naver.com/item/main.nhn?code=052300
KOSPI,'123690,한국화장품,12100,1944,48.21,7.01,1156,746,1902,1003,https://finance.naver.com/item/main.nhn?code=123690
KOSPI,'000640,동아쏘시오홀딩스,101500,6230,19.11,3.64,849,1059,1908,1004,https://finance.naver.com/item/main.nhn?code=000640
KOSPI,'078000,텔코웨어,13950,1354,25.55,4.97,968,941,1909,1005,https://finance.naver.com/item/main.nhn?code=078000
KOSPI,'012690,모나리자,3970,1452,35.13,5.95,1069,846,1915,1006,https://finance.naver.com/item/main.nhn?code=012690
KOSDAQ,'045970,코아시아홀딩스,4970,975,21.06,3.86,884,1032,1916,1007,https://finance.naver.com/item/main.nhn?code=045970
KOSPI,'008250,이건산업,10750,1129,18.86,3.42,837,1079,1916,1008,https://finance.naver.com/item/main.nhn?code=008250
KOSDAQ,'052600,한네트,2455,284,20.29,3.77,873,1044,1917,1009,https://finance.naver.com/item/main.nhn?code=052600
KOSDAQ,'033830,티비씨,548,548,17.68,2.98,798,1119,1917,1010,https://finance.naver.com/item/main.nhn?code=033830
KOSDAQ,'081150,티플랙스,2475,601,19.49,3.62,856,1063,1919,1011,https://finance.naver.com/item/main.nhn?code=081150
KOSDAQ,'109860,동일금속,10700,749,20.0,3.7,868,1052,1920,1012,https://finance.naver.com/item/main.nhn?code=109860
KOSDAQ,'100660,서암기계공업,3990,503,21.92,4.07,906,1016,1922,1013,https://finance.naver.com/item/main.nhn?code=100660
KOSDAQ,'023460,CNH,1360,506,17.44,2.9,793,1129,1922,1014,https://finance.naver.com/item/main.nhn?code=023460
KOSDAQ,'053980,오상자이엘,7000,1242,40.94,6.27,1116,808,1924,1015,https://finance.naver.com/item/main.nhn?code=053980
KOSDAQ,'101490,에스앤에스텍,3520,695,22.14,4.08,912,1013,1925,1016,https://finance.naver.com/item/main.nhn?code=101490
KOSPI,'015760,한국전력,30800,197725,15.22,1.81,697,1228,1925,1017,https://finance.naver.com/item/main.nhn?code=015760
KOSDAQ,'230240,에치에프알,2200,1296,43.14,6.43,1132,796,1928,1018,https://finance.naver.com/item/main.nhn?code=230240
KOSDAQ,'004650,창해에탄올,13150,1209,23.87,4.55,947,983,1930,1019,https://finance.naver.com/item/main.nhn?code=004650
KOSDAQ,'130740,티피씨글로벌,2780,263,17.38,2.8,792,1138,1930,1020,https://finance.naver.com/item/main.nhn?code=130740
KOSPI,'002250,알보젠코리아,28450,3374,32.44,5.57,1050,881,1931,1021,https://finance.naver.com/item/main.nhn?code=002250
KOSDAQ,'189300,인텔리안테크,14650,1061,30.91,5.35,1027,905,1932,1022,https://finance.naver.com/item/main.nhn?code=189300
KOSDAQ,'011320,유니크,3625,700,21.45,3.78,892,1041,1933,1023,https://finance.naver.com/item/main.nhn?code=011320
KOSPI,'005390,신성통상,987,1418,18.98,3.31,844,1089,1933,1024,https://finance.naver.com/item/main.nhn?code=005390
KOSDAQ,'263750,펄어비스,197000,25498,152.36,8.33,1304,632,1936,1025,https://finance.naver.com/item/main.nhn?code=263750
KOSDAQ,'071850,캐스텍코리아,4040,583,17.26,2.67,788,1150,1938,1026,https://finance.naver.com/item/main.nhn?code=071850
KOSDAQ,'068330,일신바이오,2050,906,42.71,6.17,1128,820,1948,1027,https://finance.naver.com/item/main.nhn?code=068330
KOSPI,'003780,진양산업,3475,452,27.15,4.78,989,960,1949,1028,https://finance.naver.com/item/main.nhn?code=003780
KOSPI,'006280,녹십자,142000,16595,31.17,5.24,1032,921,1953,1029,https://finance.naver.com/item/main.nhn?code=006280
KOSDAQ,'108490,로보티즈,17000,1913,72.03,7.35,1233,721,1954,1030,https://finance.naver.com/item/main.nhn?code=108490
KOSDAQ,'087260,모바일어플라이언스,5190,778,50.88,6.5,1167,790,1957,1031,https://finance.naver.com/item/main.nhn?code=087260
KOSPI,'115390,락앤락,20500,11275,32.28,5.33,1049,908,1957,1032,https://finance.naver.com/item/main.nhn?code=115390
KOSDAQ,'036540,SFA반도체,1495,2110,22.31,3.78,916,1042,1958,1033,https://finance.naver.com/item/main.nhn?code=036540
KOSDAQ,'065530,전파기지국,2510,1327,32.18,5.29,1048,912,1960,1034,https://finance.naver.com/item/main.nhn?code=065530
KOSDAQ,'024950,삼천리자전거,6020,799,21.65,3.62,898,1064,1962,1035,https://finance.naver.com/item/main.nhn?code=024950
KOSDAQ,'114810,아이원스,8380,1124,23.02,3.87,934,1030,1964,1036,https://finance.naver.com/item/main.nhn?code=114810
KOSDAQ,'215200,메가스터디교육,30450,3581,36.64,5.52,1081,886,1967,1037,https://finance.naver.com/item/main.nhn?code=215200
KOSDAQ,'008370,원풍,3645,437,19.18,3.02,852,1116,1968,1038,https://finance.naver.com/item/main.nhn?code=008370
KOSDAQ,'178320,서진시스템,31850,2883,38.01,5.64,1095,878,1973,1039,https://finance.naver.com/item/main.nhn?code=178320
KOSDAQ,'040300,YTN,1940,815,17.96,2.43,807,1166,1973,1040,https://finance.naver.com/item/main.nhn?code=040300
KOSDAQ,'131370,알서포트,2105,1121,40.48,5.77,1113,861,1974,1041,https://finance.naver.com/item/main.nhn?code=131370
KOSPI,'001790,대한제당,19700,1741,17.86,2.36,802,1172,1974,1042,https://finance.naver.com/item/main.nhn?code=001790
KOSPI,'004980,성신양회,10550,2533,21.8,3.53,901,1074,1975,1043,https://finance.naver.com/item/main.nhn?code=004980
KOSDAQ,'044960,이글벳,4085,516,30.71,4.89,1025,952,1977,1044,https://finance.naver.com/item/main.nhn?code=044960
KOSDAQ,'033640,네패스,9890,2272,32.75,5.05,1054,936,1990,1045,https://finance.naver.com/item/main.nhn?code=033640
KOSDAQ,'091580,상신이디피,12800,1621,60.95,6.52,1202,789,1991,1046,https://finance.naver.com/item/main.nhn?code=091580
KOSPI,'039130,하나투어,69800,8108,62.54,6.58,1207,785,1992,1047,https://finance.naver.com/item/main.nhn?code=039130
KOSDAQ,'023600,삼보판지,9170,1348,18.87,2.65,838,1154,1992,1048,https://finance.naver.com/item/main.nhn?code=023600
KOSPI,'011390,부산산업,184500,1948,62.29,6.43,1205,797,2002,1049,https://finance.naver.com/item/main.nhn?code=011390
KOSDAQ,'024060,흥구석유,2900,435,21.01,2.97,883,1120,2003,1050,https://finance.naver.com/item/main.nhn?code=024060
KOSPI,'100840,S&TC,11100,810,17.68,1.98,797,1206,2003,1051,https://finance.naver.com/item/main.nhn?code=100840
KOSDAQ,'047080,한빛소프트,3150,781,59.43,6.22,1199,812,2011,1052,https://finance.naver.com/item/main.nhn?code=047080
KOSPI,'009680,모토닉,8590,2835,22.31,3.23,915,1096,2011,1053,https://finance.naver.com/item/main.nhn?code=009680
KOSDAQ,'119830,아이텍반도체,15000,957,52.08,5.98,1171,842,2013,1054,https://finance.naver.com/item/main.nhn?code=119830
KOSDAQ,'038620,위즈코프,1075,399,25.6,3.75,969,1046,2015,1055,https://finance.naver.com/item/main.nhn?code=038620
KOSDAQ,'049830,승일,8160,500,18.3,2.05,820,1197,2017,1056,https://finance.naver.com/item/main.nhn?code=049830
KOSDAQ,'077280,한컴지엠디,2255,265,21.27,2.88,886,1132,2018,1057,https://finance.naver.com/item/main.nhn?code=077280
KOSDAQ,'122870,와이지엔터테인먼트,43200,7856,46.4,5.71,1150,869,2019,1058,https://finance.naver.com/item/main.nhn?code=122870
KOSPI,'000070,삼양홀딩스,88900,7614,20.93,2.76,881,1142,2023,1059,https://finance.naver.com/item/main.nhn?code=000070
KOSDAQ,'065770,CS,2045,385,38.58,5.18,1101,926,2027,1060,https://finance.naver.com/item/main.nhn?code=065770
KOSDAQ,'053270,구영테크,1415,373,20.21,2.62,871,1157,2028,1061,https://finance.naver.com/item/main.nhn?code=053270
KOSPI,'004910,조광페인트,6600,845,19.64,2.36,859,1173,2032,1062,https://finance.naver.com/item/main.nhn?code=004910
KOSDAQ,'171010,램테크놀러지,3445,394,42.53,5.33,1127,909,2036,1063,https://finance.naver.com/item/main.nhn?code=171010
KOSPI,'026890,디피씨,6670,2780,39.7,5.17,1109,927,2036,1064,https://finance.naver.com/item/main.nhn?code=026890
KOSDAQ,'016670,포비스티앤씨,937,376,22.31,2.97,917,1121,2038,1065,https://finance.naver.com/item/main.nhn?code=016670
